,sex,race,age,degree,wrkstat,income,happy
423,Female,White,53,Graduate,Working fulltime,Refused,Very happy
424,Female,White,70,Graduate,Retired,$25000 or more,Pretty happy
425,Female,White,53,Bachelor,Retired,Refused,Pretty happy
426,Male,White,59,Graduate,Working fulltime,Refused,Pretty happy
427,Male,White,47,Graduate,Working fulltime,Refused,Pretty happy
428,Male,Black,27,High school,Working parttime,$25000 or more,Pretty happy
429,Male,Other,52,Lt high school,Working fulltime,$25000 or more,Not too happy
430,Female,Other,26,Lt high school,Working fulltime,$25000 or more,Pretty happy
431,Female,White,24,High school,Working parttime,Lt $1000,Pretty happy
432,Female,Other,25,High school,"Unempl, laid off",$25000 or more,Not too happy
433,Male,Other,44,Lt high school,Working fulltime,$25000 or more,Very happy
434,Male,White,29,High school,Working fulltime,$25000 or more,Pretty happy
435,Female,White,57,Bachelor,Working fulltime,$25000 or more,Pretty happy
436,Male,White,61,High school,Retired,Refused,Very happy
437,Male,White,66,High school,Retired,$25000 or more,Pretty happy
438,Female,Black,48,Lt high school,School,$8000 to 9999,Very happy
439,Male,White,26,Bachelor,Working fulltime,$15000 - 19999,Pretty happy
440,Female,White,29,Bachelor,Working fulltime,$25000 or more,Very happy
441,Male,White,48,Graduate,Working fulltime,Refused,Pretty happy
442,Male,White,30,Bachelor,School,$25000 or more,Very happy
443,Male,White,56,High school,Working parttime,$25000 or more,Pretty happy
444,Male,White,28,High school,Working fulltime,$25000 or more,Pretty happy
445,Female,Other,No answer,High school,Working fulltime,Refused,Very happy
446,Male,White,65,High school,Retired,$25000 or more,Pretty happy
447,Male,White,43,High school,Working fulltime,$25000 or more,Very happy
448,Male,White,49,Bachelor,Working fulltime,Refused,Very happy
449,Female,White,19,High school,Working parttime,$25000 or more,Pretty happy
450,Female,White,30,High school,Other,$25000 or more,Pretty happy
451,Male,White,67,High school,Working fulltime,$25000 or more,Pretty happy
452,Female,White,37,High school,Working fulltime,Refused,Pretty happy
453,Male,White,40,High school,Working parttime,$25000 or more,Not too happy
454,Male,White,65,Graduate,"Unempl, laid off",$25000 or more,Pretty happy
455,Female,White,63,High school,Other,$10000 - 14999,Not too happy
456,Female,Other,34,Graduate,Working fulltime,Refused,Very happy
457,Female,White,37,Bachelor,Working fulltime,Refused,Very happy
458,Female,White,48,Bachelor,Working fulltime,Refused,Pretty happy
459,Male,White,81,High school,Retired,Refused,Very happy
460,Female,White,58,Graduate,Working fulltime,Refused,Pretty happy
461,Female,White,64,Graduate,Working fulltime,Refused,Pretty happy
462,Female,White,37,Graduate,Working fulltime,Refused,Pretty happy
463,Male,White,66,Bachelor,Working parttime,Refused,Pretty happy
464,Male,White,31,Bachelor,Working fulltime,$25000 or more,Very happy
465,Male,White,64,Bachelor,Working parttime,$25000 or more,Very happy
466,Female,White,57,Graduate,Working fulltime,$25000 or more,Pretty happy
467,Female,White,59,Graduate,Working fulltime,Refused,Pretty happy
468,Female,White,29,Bachelor,Working fulltime,$25000 or more,Pretty happy
469,Male,White,59,Bachelor,Working fulltime,Refused,Pretty happy
470,Female,White,59,Graduate,Working fulltime,Refused,Pretty happy
471,Male,White,71,Bachelor,Working parttime,$25000 or more,Pretty happy
472,Male,White,36,Graduate,Working fulltime,$25000 or more,Not too happy
473,Male,White,29,High school,Working fulltime,$25000 or more,Pretty happy
474,Male,White,28,Graduate,Working fulltime,$25000 or more,Very happy
475,Female,Black,76,High school,Retired,$25000 or more,Pretty happy
476,Female,White,71,Lt high school,Retired,$25000 or more,Pretty happy
477,Male,White,24,Bachelor,"Unempl, laid off",$25000 or more,Pretty happy
478,Female,White,61,High school,Keeping house,$25000 or more,Pretty happy
479,Female,Other,34,Graduate,Working fulltime,$10000 - 14999,Pretty happy
480,Male,White,48,High school,"Unempl, laid off",$8000 to 9999,Not too happy
481,Male,White,27,Bachelor,Working fulltime,$25000 or more,Pretty happy
482,Female,White,26,Bachelor,Working fulltime,$25000 or more,Very happy
483,Female,Other,31,High school,Working fulltime,$25000 or more,Pretty happy
484,Female,White,61,Junior college,Working fulltime,$25000 or more,Pretty happy
485,Female,White,44,Graduate,Temp not working,$25000 or more,Pretty happy
486,Male,White,84,Junior college,Retired,$25000 or more,Not too happy
487,Male,White,73,Graduate,Working fulltime,$25000 or more,Pretty happy
488,Male,White,37,High school,Working fulltime,Refused,Pretty happy
489,Female,White,82,Junior college,Retired,$25000 or more,Pretty happy
490,Male,Other,29,High school,Working fulltime,$25000 or more,Very happy
491,Female,White,72,High school,Retired,Don't know,Not too happy
492,Male,Other,37,Lt high school,Working parttime,$10000 - 14999,Not too happy
493,Male,Other,32,Graduate,"Unempl, laid off",$15000 - 19999,Not too happy
494,Female,Other,23,High school,Keeping house,Don't know,Very happy
495,Male,Other,50,High school,Working fulltime,$25000 or more,Very happy
496,Male,White,34,High school,Working fulltime,$25000 or more,Very happy
497,Female,White,42,High school,Working fulltime,$25000 or more,Pretty happy
498,Female,White,58,High school,Working parttime,$25000 or more,Very happy
499,Female,White,33,High school,Working parttime,$10000 - 14999,Pretty happy
500,Female,White,58,High school,Working fulltime,$25000 or more,Pretty happy
501,Male,White,22,Junior college,School,$25000 or more,Not too happy
502,Female,White,24,High school,Working parttime,$15000 - 19999,Pretty happy
503,Female,Black,32,High school,"Unempl, laid off",Don't know,Pretty happy
504,Male,White,20,High school,Working fulltime,$25000 or more,Very happy
505,Male,White,19,Lt high school,School,$25000 or more,Very happy
506,Female,White,54,Bachelor,Working fulltime,$25000 or more,Pretty happy
507,Female,White,21,High school,Working parttime,$25000 or more,Not too happy
508,Female,White,55,Bachelor,Working fulltime,Refused,Very happy
509,Female,White,42,Bachelor,Working fulltime,$25000 or more,Pretty happy
510,Female,White,65,High school,Retired,$25000 or more,Not too happy
511,Female,White,68,Bachelor,Retired,$25000 or more,Very happy
512,Female,White,59,Junior college,Working parttime,$25000 or more,Very happy
513,Male,White,32,High school,Working fulltime,$25000 or more,Pretty happy
514,Male,White,51,High school,Working fulltime,$25000 or more,Pretty happy
515,Male,White,69,High school,Working fulltime,$25000 or more,Pretty happy
516,Female,White,34,Graduate,Working fulltime,$25000 or more,Very happy
517,Male,White,24,High school,Working parttime,$15000 - 19999,Not too happy
518,Female,White,45,Junior college,Keeping house,$25000 or more,Pretty happy
519,Female,White,34,High school,Keeping house,$25000 or more,Not too happy
520,Male,White,58,High school,Working fulltime,$25000 or more,Pretty happy
521,Female,White,47,Graduate,Working fulltime,$25000 or more,Very happy
522,Male,White,50,Graduate,Working fulltime,Refused,Very happy
523,Female,Other,33,Graduate,Working fulltime,Refused,Pretty happy
524,Male,White,85,Graduate,Retired,$25000 or more,Pretty happy
525,Female,White,45,Graduate,Working parttime,Refused,Very happy
526,Female,White,23,High school,Working parttime,$25000 or more,Pretty happy
527,Male,White,33,Bachelor,Working fulltime,Refused,Pretty happy
528,Female,Other,51,Bachelor,Working parttime,$25000 or more,Not too happy
529,Female,White,52,Bachelor,Working fulltime,$25000 or more,Pretty happy
530,Female,White,78,Bachelor,Retired,$25000 or more,Very happy
531,Male,White,69,Graduate,Working fulltime,Refused,Very happy
532,Female,White,62,Junior college,Keeping house,$25000 or more,Pretty happy
533,Female,White,74,Bachelor,Retired,$25000 or more,Pretty happy
534,Male,Other,76,Bachelor,Retired,Don't know,Not too happy
535,Female,White,76,Graduate,Retired,$25000 or more,Pretty happy
536,Male,Black,47,Lt high school,Working fulltime,$25000 or more,Pretty happy
537,Female,White,31,High school,Keeping house,$25000 or more,Pretty happy
538,Female,White,87,Lt high school,Retired,Don't know,Pretty happy
539,Male,Other,28,Lt high school,Working fulltime,$25000 or more,Pretty happy
540,Male,Black,47,High school,Working parttime,$20000 - 24999,Pretty happy
541,Female,White,58,Bachelor,Working fulltime,Refused,Pretty happy
542,Male,Black,32,High school,Working fulltime,$25000 or more,Pretty happy
543,Female,White,47,Graduate,Working parttime,$25000 or more,Pretty happy
544,Female,Black,27,Graduate,Working fulltime,$20000 - 24999,Not too happy
545,Female,White,57,Bachelor,Keeping house,$10000 - 14999,Pretty happy
546,Female,Black,32,High school,Working fulltime,$25000 or more,Pretty happy
547,Male,White,24,High school,Working fulltime,$25000 or more,Pretty happy
548,Female,White,81,Lt high school,Retired,Lt $1000,Not too happy
549,Female,Other,19,High school,Working fulltime,$25000 or more,Not too happy
550,Female,Other,44,High school,Working fulltime,$25000 or more,Not too happy
551,Male,White,41,Lt high school,"Unempl, laid off",$1000 to 2999,Not too happy
552,Male,Black,67,High school,Temp not working,$25000 or more,Not too happy
553,Male,Black,36,Junior college,Working fulltime,$25000 or more,Pretty happy
554,Male,Other,33,Graduate,Working fulltime,$25000 or more,Pretty happy
555,Male,Other,48,High school,Working fulltime,$25000 or more,Pretty happy
556,Female,Other,47,High school,Working fulltime,$25000 or more,Pretty happy
557,Female,White,72,High school,Retired,$25000 or more,Not too happy
558,Female,White,60,Graduate,Working parttime,$25000 or more,Pretty happy
559,Female,White,89 or older,Lt high school,Retired,Don't know,Pretty happy
560,Female,Other,45,Lt high school,Keeping house,$7000 to 7999,Pretty happy
561,Female,White,70,Graduate,Retired,Refused,Not too happy
562,Female,Other,79,High school,Retired,Refused,Very happy
563,Female,White,37,High school,Working fulltime,$25000 or more,Not too happy
564,Female,White,39,Bachelor,Keeping house,$25000 or more,Very happy
565,Female,White,57,High school,Other,$25000 or more,Pretty happy
566,Female,Black,55,High school,Working fulltime,$25000 or more,Very happy
567,Male,White,28,High school,Working fulltime,$25000 or more,Very happy
568,Male,White,58,High school,Working fulltime,$25000 or more,Pretty happy
569,Female,White,64,Lt high school,Working parttime,$25000 or more,Pretty happy
570,Male,White,32,Bachelor,Working fulltime,$25000 or more,Not too happy
571,Male,White,63,Bachelor,Retired,$25000 or more,Very happy
572,Female,Black,47,Bachelor,Working fulltime,$25000 or more,Pretty happy
573,Female,Black,40,High school,Working parttime,$6000 to 6999,Not too happy
574,Male,White,38,High school,"Unempl, laid off",$25000 or more,Not too happy
575,Female,White,63,Bachelor,Keeping house,$25000 or more,Pretty happy
576,Female,Other,49,Graduate,Keeping house,$25000 or more,Pretty happy
577,Female,White,74,High school,Retired,$15000 - 19999,Not too happy
578,Female,Black,66,High school,Keeping house,$20000 - 24999,Very happy
579,Male,White,34,Bachelor,Working parttime,$25000 or more,Very happy
580,Male,White,42,High school,Working parttime,$25000 or more,Pretty happy
581,Male,White,66,Lt high school,Retired,$25000 or more,Pretty happy
582,Female,Black,46,Lt high school,Working fulltime,$25000 or more,Pretty happy
583,Male,Black,51,High school,"Unempl, laid off",Lt $1000,Not too happy
584,Female,White,20,High school,School,$25000 or more,Pretty happy
585,Female,White,54,Lt high school,Keeping house,$25000 or more,Pretty happy
586,Male,Black,55,High school,"Unempl, laid off",$3000 to 3999,Pretty happy
587,Male,Black,58,High school,Working fulltime,$25000 or more,Not too happy
588,Male,White,53,High school,"Unempl, laid off",$25000 or more,Not too happy
589,Male,White,36,Bachelor,Working fulltime,$25000 or more,Pretty happy
590,Male,White,76,Bachelor,Retired,$8000 to 9999,Very happy
591,Female,White,33,Junior college,Working parttime,$25000 or more,Pretty happy
592,Female,White,69,Graduate,Retired,$25000 or more,Pretty happy
593,Male,White,32,High school,Working fulltime,$25000 or more,Very happy
594,Female,White,48,High school,Keeping house,$25000 or more,Pretty happy
595,Female,White,72,Graduate,Retired,$25000 or more,Pretty happy
596,Female,White,66,High school,Retired,$25000 or more,Very happy
597,Female,White,85,High school,Retired,Refused,Pretty happy
598,Female,White,68,High school,Other,$25000 or more,Very happy
599,Male,White,53,Graduate,Working fulltime,$25000 or more,Pretty happy
600,Female,White,75,Junior college,Retired,Refused,Pretty happy
601,Female,White,25,High school,Working fulltime,$25000 or more,Pretty happy
602,Male,White,52,High school,Working fulltime,$25000 or more,Pretty happy
603,Female,White,80,High school,Keeping house,$20000 - 24999,Not too happy
604,Male,White,67,High school,Retired,$3000 to 3999,Very happy
605,Female,White,21,High school,Working parttime,$7000 to 7999,Very happy
606,Female,Black,31,High school,Working parttime,$25000 or more,Pretty happy
607,Male,White,69,Junior college,Retired,$25000 or more,Pretty happy
608,Female,Black,47,Graduate,Working fulltime,Refused,Pretty happy
609,Male,Black,34,Bachelor,Working fulltime,$25000 or more,Pretty happy
610,Female,White,33,High school,Keeping house,Don't know,Very happy
611,Female,Black,53,Lt high school,Working parttime,$10000 - 14999,Very happy
612,Female,Black,47,High school,Working parttime,$6000 to 6999,Pretty happy
613,Male,White,57,High school,Other,$25000 or more,Not too happy
614,Female,White,58,Graduate,Working fulltime,Refused,Very happy
615,Female,White,55,Junior college,Working parttime,$25000 or more,Very happy
616,Female,White,65,High school,Retired,$25000 or more,Very happy
617,Female,Black,62,Graduate,Working fulltime,$25000 or more,Pretty happy
618,Female,White,26,High school,Working parttime,$25000 or more,Pretty happy
619,Female,White,31,Bachelor,Temp not working,$25000 or more,Pretty happy
620,Male,Other,44,Lt high school,Working parttime,Refused,Pretty happy
621,Female,Black,68,Lt high school,Other,Don't know,Very happy
622,Female,White,73,Lt high school,Retired,Don't know,Not too happy
623,Female,Black,57,High school,Working fulltime,$25000 or more,Pretty happy
624,Female,White,57,Bachelor,Working parttime,$25000 or more,Very happy
625,Female,White,48,Bachelor,Keeping house,$25000 or more,Pretty happy
626,Female,White,58,Bachelor,Working parttime,$25000 or more,Pretty happy
627,Female,White,36,Graduate,Working parttime,Refused,Pretty happy
628,Female,White,79,Graduate,Retired,$25000 or more,Pretty happy
629,Male,White,55,Bachelor,Working fulltime,Refused,Not too happy
630,Male,Other,19,Lt high school,School,Don't know,Pretty happy
631,Female,White,54,High school,Working parttime,$25000 or more,Pretty happy
